Unnamed: 0,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,appVersion,App,emojis_gpt,pos_ux_gpt,neg_ux_gpt,pos_ppl_gpt,neg_ppl_gpt,price_gpt,fraud_gpt,ban_gpt,pos_sent_gpt,neg_sent_gpt,content_word_count
465,Marie Osullivan,Brilliant 👏 👏 👏,5,0,2025-02-03 11:56:28,"Thank you for letting us know that you are liking the app, Marie!",2025-02-04 00:05:01,3.26.0,Her,1,0,0,0,0,0,0,0,1,0,4
466,kelly malone,App mostly not working!,1,0,2025-03-07 07:33:26,,,,Grindr,0,0,1,0,0,0,0,0,0,1,4
467,Tiahna Pantovich,"It's really weird how every single individual profile picture on the app's Google page is of white people. It's terrible how they marketed this app and it seems very prejudicial. I'm very disappointed. *** the response is awful and shows they have prejudice. Diversity is not white or black, diversity is a lot more than your response. It still doesn't change that all your samples are of white people. P.S. I do have an existing profile, but I'm eager to screenshot their response here and show it.",2,10,2022-08-19 10:27:58,"You wouldn't say so if you were really an existing member of Luxy. We have a plenty of high-value black singles, which you can definitely see on our public pages. We're proud of having many successful and talented black members as our Brand Ambassador.",2022-08-19 10:03:36,6.9.2,Luxy,0,0,0,0,1,0,0,0,0,1,87
468,Abdullah Lewis,Good,3,0,2024-10-01 18:05:22,"Hi Abdullah, thanks for the review! We are glad you like our app 💜 Is there anything we can improve so that you give us 5 stars next time? :)",2024-10-03 17:12:06,3.21.3,Zoe,0,0,0,0,0,0,0,0,1,0,1
469,debajyoti das,"After purchasing a membership, I stopped receiving matches and likes. Very bad experience",1,0,2025-03-08 05:33:31,,,16.2.1,Tinder,0,0,1,0,1,0,0,0,0,1,13
470,GLENN P,Totally broken as of 3/7/2025,1,1,2025-03-07 21:22:09,,,25.2.0,Grindr,0,0,0,0,0,0,0,0,0,1,5
471,Oby,"Absolutely coded to waste your time and make you spend money. It shows you a ton of random people, almost all ugly people. Not trying to be judgemental, but bare with me. You get a limited amount of swipes. After your last swipe, there is ALWAYS a very attractive person at the end, that you can't swipe on, unless you pay. They're absolutely showing you awfulatches so you're more willing to pay for more swipes. This is SO scummy beyond belief. They don't care about you, ONLY the money. Deleted.",1,0,2025-02-08 07:58:53,"Thanks for the review. The profile you view, once you reach the action limit, is a Diamond Date profile that is available to you in the Diamond Dates section in the app. Rest assured, making any purchases in Taimi is entirely optional as you can fully enjoy the app without them. Please contact us at support@taimi.com for further assistance. Stacy🥰",2025-02-08 08:20:12,,Taimi,0,0,1,0,1,1,0,0,0,1,90
472,Riley B,"I hate that this app allows people to send me voice messages, but doesn't support actually listening to them. They stop abruptly when the screen falls asleep, when I scroll, or when I put Hinge in the back ground. There is no way to navigate to where i was cut off from listening. Why not just support video calling, so i can have actual interaction on the app?",1,2,2025-03-03 02:19:10,,,9.67.0,Hinge,0,0,1,0,0,0,0,0,0,1,68
473,Abe Williams,Easy to use.,5,0,2025-02-05 10:28:57,"Thank you for letting us know that you are liking the app, Abe!",2025-02-06 00:37:49,3.26.0,Her,0,1,0,0,0,0,0,0,1,0,3
474,Kyle Light,Uhhhh,5,0,2025-02-07 08:05:27,Thanks for your feedback! Your Taimi Team 🌈,2025-02-07 08:10:12,,Taimi,0,0,0,0,0,0,0,0,0,1,1
475,Ahmed Bahnasy,"It's a nice app, but recently they have been applying some stupid rules that I think was dictated by some women in their management level. I was using the app and by mistake updated my martial status to ""married"" , once I selected that I was permenantely blocked . Emailed them explained the situation and that my uploaded passport and national id confirm that I am not married, but they were just a deaf ear. Plus why even block a muslim man if he is married on a ""muslim"" dating app!",1,3,2025-01-31 11:37:43,"Salam,

Thank you for your review.

Our member's safety is our number one priority. We take a zero-tolerance approach to individuals who violate any aspects raised in our behaviour guidelines.

Please email us at hello@muzz.com and we would be happy to look into your account and provide further clarification.

Thank you.",2025-03-06 11:47:34,,Muzz,0,0,1,0,1,0,0,1,0,1,91
476,Mike,lots of sexy furry daddies,5,0,2024-08-24 08:44:35,,,,Scruff,0,0,0,0,0,0,0,0,1,0,5
477,D S,Absolute joke.. the current rating is a total fraud... DONT WASTE MONEY OR YOUR TIME...,1,3,2022-10-02 16:42:04,"Dear user, thanks for reaching out to us. In fact, we have some free features such as spark, unlimited replies to messages, moment, etc. If you have any questions, you can send your request to support@seniormatch.com and include the email.
",2022-10-08 02:29:58,,Senior_Match,0,0,0,0,1,1,0,0,0,1,15
478,Aman Sharma,Worst app I warn everyone not to use they share your ph number & details to scammers . Plz plz don't use the app I beg,1,1,2024-10-25 04:25:08,"Thanks for your comments—we'd love to chat with you directly! You can launch SCRUFF and tap the Account icon (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com and submit a request.
Lucas
Tier II Customer Support Associate
Perry Street Software, Inc.",2024-10-26 14:27:59,,Scruff,0,0,0,0,1,0,1,0,0,1,26
479,Jatin,worst,1,0,2025-03-06 12:30:38,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on X (Twitter) or Facebook (@BumbleSupport) and we'd be happy to help.,2025-03-06 14:34:19,5.407.0,Bumble,0,0,0,0,1,0,0,0,0,1,1
480,Lisamarie Wilson,Fabulous,5,0,2024-08-04 15:54:55,,,8.8.2,Millionaire Match,0,0,0,0,0,0,0,0,1,0,1
481,Chinu,Niceone,5,0,2025-02-09 20:32:24,Thanks for your kind rating! We're thrilled to hear that you're enjoying Taimi! Your Taimi Team 🌈,2025-02-09 20:40:12,5.1.338,Taimi,0,0,0,0,0,0,0,0,1,0,1
482,Sheila Holdren,"No filters for location. I would prefer to meet someone local, not cross country.",1,13,2022-08-24 14:52:01,"Dear user, thanks for reaching out to us. We keep improving the product and fixing some bugs. Please send your request to support@seniormatch.com and include the screenshot and email. We will look into this for you asap.
",2022-08-29 03:26:27,7.3.0,Senior_Match,0,0,0,0,0,0,0,0,0,1,14
483,Shannon Kolega,Love it,5,0,2022-11-25 17:25:09,Thank you for sharing you comment here.,2022-11-29 09:27:39,6.12.2,Luxy,0,0,0,1,0,0,0,0,1,0,2
484,Timeless Watch,Doesn't work,1,0,2022-05-29 07:30:24,"Hi Timeless, We recently experienced an issue with Facebook's login interface. We worked as quickly as possible with Facebook directly, and are happy to confirm that this has been resolved and access has been restored. We sincerely regret any inconvenience. If you have any further questions or concerns, please reach out to hello@jswipe.me.",2022-06-09 18:08:58,,JSwipe,0,0,0,0,0,0,0,0,0,1,2
485,Linda MONAT,Will not let me unsubscribe,1,0,2024-01-31 19:18:24,"We're sorry to hear this, Linda! We recommend checking out our Help pages if you need help with cancellation, and of course our support team will be happy to assist you. Simply click on ""submit a request"" on any of our Help pages so we can help you. Thank you!",2024-02-03 21:57:55,5.3.4,Christian_Mingle,0,0,0,0,0,1,0,0,0,1,5
486,Julian Hershey,"Right now (3/7/2025) these issues have persisted for THE LAST TWO YEARS (as a man): technical issues (match notification but click it and there's no new match, matches just DISAPPEAR), Gold is useless because no one WANTS to be ""super-liked"", and the only accounts that like you are influencers, scammers, and fake accounts to buff their stats. PoS app & service. DO NOT PAY FOR THIS.",1,9,2025-03-08 02:46:10,,,16.2.1,Tinder,0,0,1,0,1,1,1,0,0,1,66
487,Tori Jacob,👍,5,0,2025-02-08 12:33:41,Thanks for your kind rating! Your Taimi Team 🌈,2025-02-08 12:40:12,5.1.338,Taimi,1,0,0,0,0,0,0,0,1,1,1
488,R.,"Unfortunately, the bulk of male users are emotionally unavailable and time-wasters and that is why most people have no luck. It's not *totally* the apps fault, it's the users. Y'all need to do better if you want genuine connections and reationships.",1,4,2025-03-09 02:39:00,,,15.23.0,Tinder,0,0,0,0,1,0,0,0,0,1,41
489,Tal Kadayer,Cool app,5,0,2022-12-28 13:05:44,"Hi Tal, Thank you for your positive review! We're so glad to hear you're enjoying the app and happy to have you as a member of our JSwipe community!",2022-12-29 21:02:30,4.5.6,JSwipe,0,0,0,0,0,0,0,0,1,0,2
490,Maria Parkinson,"People on here are really kind, there's an ""add friend"" option which accommodates for people who don't have premium (though intentions are confusing with it), I think the like limit is unrealistic but kind of necessary since it stops me from spending all day on there. Wish there was a filter to see no gay men, like a preferences option in settings? I love the question buttons you can add to your profile, nice way to encourage people to start conversations",4,2,2025-01-11 13:29:15,"Thanks for sharing your feedback, Maria! Please feel free to email us at support@weareher.com to let us know what we can improve to create a better experience for you. Have an amazing day. :)",2025-01-12 20:58:44,3.25.2,Her,0,1,0,1,0,0,0,0,1,0,81
491,shawn bunnell,"So this app is horribly designed, so you can make profiles that are able to be seen by anyone, but no one can message or see what people sent them without paying $50 a month. The problem with this is even if you pay you only get recommended profiles who can't talk to you. The whole thing is kind of a scam since there customer bace isnt big enough to actually meet people. Don't pay for this.",1,1,2024-03-06 02:51:39,"We're sorry to hear this, Shawn, and we always aim to provide a positive experience for our users. Some of our features are only accessible after payment, as this enables us to keep working on improving the app even more. We do offer occasional discounts on our subscriptions and seasonal promotions, so keep an eye out for those. Thank you!",2024-03-06 13:58:42,5.3.4,Christian_Mingle,0,0,1,0,1,1,0,0,0,1,77
492,Karen Marsh,Just started,4,0,2024-11-07 23:38:27,,,24.07.00,Ourtime,0,0,0,0,0,0,0,0,0,0,2
493,Tariq Okail,There's no reason why I should get notifications about someone swiping right if everyone I swipe past has nothing to do with the people interested. I have hundreds of interested people waiting that NEVER come up to be swiped right on. They sit there for so long either tinder deletes their accounts or they delete it themselves. This app purposely puts a bunch of people who arent interested in the way of you finding who actually is. 🥱😐,1,0,2025-03-09 04:45:53,,,16.2.1,Tinder,1,0,1,0,1,0,0,0,0,1,78
494,KukU Misa,"This app does work during high online traffic when lots of people log in and surf the profiles! You are getting constantly a red banner saying ""something went wrong try again later"", messages don't send, profiles won't open, the grid won't upload or refresh, it's super annoying and lame. The development team is an incompetent joke. What's beyond belief for me is that somebody is willing to pay for this disaster! Absolute scam!",1,1,2025-03-07 23:02:24,"¡Hola KukU Misa! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-09 00:19:57,6.23.0,Grindr,0,0,1,0,0,1,0,0,0,1,73
495,Clovers M,"Made an account to give it a shot, but immediately had concerns about this app, as you have to pay for privacy. This is disgusting. No woman should be paying to not have everything exposed to an entire dating site.",1,3,2025-02-06 04:39:58,So sorry to hear this! We'd love to get this sorted for you. Please send us a note at support@weareher.com with details,2025-02-07 00:17:13,,Her,0,0,0,0,0,1,0,0,0,1,40
496,David Castillo,Love ir,5,0,2025-02-21 00:32:27,Thanks for your kind rating! We're so glad to hear you're enjoying the app. Your Taimi Team 🌈,2025-02-21 00:40:12,5.1.342,Taimi,0,0,0,1,0,0,0,0,1,0,2
497,Ann Pen,Noce apps,5,0,2025-02-16 18:20:05,Thanks for your kind rating! We're glad to hear you enjoy the app. Your Taimi Team 🌈,2025-02-16 18:30:13,5.1.342,Taimi,0,0,0,0,0,0,0,0,1,0,2
498,Roning Ro,so expensive，,1,1,2022-07-28 10:41:05,"Hi, thanks for using Luxy! Luxy offers many free easy-to-use features. As a basic member, you are free to message your matches， which is based on mutual likes. And of course you can also choose to upgrade your account to access more advanced features. Please contact us at support@onluxy.com if you have any questions.",2022-07-29 08:19:45,6.9.0,Luxy,0,0,0,0,0,1,0,0,0,1,2
499,عاطف محمد,Polished,1,0,2025-03-08 21:47:26,,,,Tinder,0,0,0,0,0,0,0,0,1,0,1
500,Andrew Friesen,"I downloaded this app hoping to talk to and meet some genuine women, but if I don't pay $70 a month (which is insane), I can't send messages. Overall, it's a waste of time, and by the reviews I've read, I'm not the only one who thinks this app is mismanaged and not worth the time and money",1,0,2024-01-08 05:06:19,"Thank you for your feedback, Andrew! We consistently review our pricing structures and aim to offer fair price-points for our subscription features. We also provide occasional discounts on our subscriptions and run seasonal promotions, so keep an eye out for those!",2024-01-08 06:12:37,5.3.4,Christian_Mingle,0,0,0,0,1,1,0,0,0,1,58
